['月', 'm', 24590]
['时', 'ng', 1]
['难舍', 'n', 1]
['端倪', 'n', 1]
['彩桥', 'n', 1]
['劝学', 'v', 1]
['坟茔', 'n', 1]
['瑞气', 'n', 1]
['舟子', 'n', 1]
['实为', 'v', 1]
['清吏', 'n', 1]
['账', 'n', 1]
['诠', 'v', 1]
['格局', 'n', 1]
['气粗', 'n', 1]
['国学', 'n', 1]
['帝力', 'n', 1]
['经', 'n', 1]
['立体', 'n', 1]
['实实', 'd', 1]
['木子', 'n', 1]
['心窄', 'a', 1]
['薄幸', 'a', 1]
['结队', 'n', 1]
['范蠡', 'nr', 1]
['微微', 'd', 1]
['韶华', 'nz', 1]
['好意', 'v', 1]
['合同', 'a', 1]
['几日', 'm', 1]
['缘分', 'n', 1]
['危急', 'a', 1]
['单方', 'n', 1]
['稻香', 'n', 1]
['索性', 'n', 1]
['离开', 'v', 1]
['两天', 'm', 1]
['蕙', 'ng', 1]
['强强', 'v', 1]
['乱花', 'n', 1]
['大坝', 'ns', 1]
['清苦', 'a', 1]
['风靡', 'a', 1]
['帝国', 'n', 1]
['率', 'v', 1]
['词源', 'n', 1]
['青皮', 'n', 1]
['板荡', 'n', 1]
['脐', 'n', 1]
['东作', 'n', 1]
['百分', 'm', 1]
['秧歌', 'n', 1]
['海军', 'n', 1]
['大鹏', 'nr', 1]
['跟随', 'v', 1]
['心念', 'n', 1]
['蜜月', 'n', 1]
['包容', 'v', 1]
['晓色', 'nr', 1]
['惊动', 'a', 1]
['人', 'n', 1]
['边', 'd', 1]
['揽胜', 'v', 1]
['风雅', 'n', 1]
['色鲜', 'ns', 1]
['多日', 'm', 1]
['勾结', 'v', 1]
['送酒', 'v', 1]
['篲', 'zg', 1]
['萎', 'v', 1]
['舍生', 'v', 1]
['殉难', 'v', 1]
['朝宗', 'nz', 1]
['怆', 'zg', 1]
['血汗', 'n', 1]
['结实', 'n', 1]
['会', 'v', 1]
['天国', 'ns', 1]
['比肩', 'd', 1]
['玉笋', 'nr', 1]
['寿者', 'n', 1]
['桂山', 'ns', 1]
['发散', 'v', 1]
['了', 'ul', 1]
['当面', 'f', 1]
['乱石', 'n', 1]
['难闻', 'n', 1]
['无齿', 'n', 1]
['脸色', 'n', 1]
['赖皮', 'nr', 1]
['几棵', 'm', 1]
['笨', 'zg', 1]
['依归', 'v', 1]
['逼人', 'v', 1]
['苦思', 'n', 1]
['腋', 'ng', 1]
['千方', 'm', 1]
['铜鼓', 'n', 1]
['珊瑚', 'n', 1]
['结义', 'n', 1]
['月月红', 'nr', 1]
['油条', 'n', 1]
['嚣', 'l', 1]
['积金', 'n', 1]
['木石', 'n', 1]
['降魔', 'n', 1]
['石', 'n', 1]
['三晋', 'j', 1]
['之中', 'r', 1]
['中庭', 'ns', 1]
['石鼎', 'nr', 1]
['栽松', 'vn', 1]
['协商', 'n', 1]
['对口', 'vn', 1]
['卓锡', 'nr', 1]
['舆', 'n', 1]
['三流', 'n', 1]
['深深', 'b', 1]
['药物', 'n', 1]
['空闲', 'n', 1]
['举起', 'v', 1]
['九五', 't', 1]
['提倡', 'v', 1]
['宇宙', 'n', 1]
['镂', 'v', 1]
['机会', 'n', 1]
['沙', 'n', 1]
['良友', 'n', 1]
['耿', 'nr', 1]
['宝山', 'nr', 1]
['贪', 'v', 1]
['狂吹', 'v', 1]
['洞口', 'n', 1]
['分行', 'v', 1]
['蔬', 'n', 1]
['回', 'v', 1]
['愁', 'v', 1]
['阿斗', 'nr', 1]
['血气', 'n', 1]
['诗', 'n', 1]
['远略', 'n', 1]
['病根', 'n', 1]
['驱除', 'v', 1]
['灞', 'x', 1]
['至', 'p', 1]
['西林', 'ns', 1]
['活计', 'vn', 1]
['省长', 'n', 1]
['邪教', 'n', 1]
['只求', 'v', 1]
['护航', 'v', 1]
['翠盖', 'nr', 1]
['关羽', 'nr', 1]
['蔼', 'g', 1]
['本', 'r', 1]
['夭', 'zg', 1]
['岫', 'g', 1]
['梦梦', 'nz', 1]
['黑米', 'n', 1]
['体坛', 'n', 1]
['添彩', 'n', 1]
['治家', 'n', 1]
['上当', 'v', 1]
['楼船', 'n', 1]
['狐皮', 'n', 1]
['云鬟', 'n', 1]
['来', 'v', 1]
['埋', 'v', 1]
['荒烟', 'n', 1]
['水漂', 'n', 1]
['梁柱', 'nr', 1]
['燕燕', 'nr', 1]
['四世', 'nrt', 1]
['三口', 'm', 1]
['群星', 'n', 1]
['萱草', 'n', 1]
['去', 'v', 1]
['门', 'n', 1]
['天柱', 'n', 1]
['丽', 'nr', 1]
['香', 'ns', 1]
['苦功', 'a', 1]
['重回', 'v', 1]
['三斤', 'm', 1]
['沙软', 'nr', 1]
['城门', 'n', 1]
['放荡', 'v', 1]
['许国', 'ns', 1]
['流辉', 'n', 1]
['枪炮', 'n', 1]
['贼胆', 'n', 1]
['鸠', 'nr', 1]
['盖棺', 'n', 1]
['心机', 'n', 1]
['法理', 'n', 1]
['磕头', 'v', 1]
['棚户', 'n', 1]
['秦王', 'nr', 1]
['黄埔', 'ns', 1]
['雨云', 'nr', 1]
['仙掌', 'n', 1]
['弟', 'n', 1]
['肥羊', 'n', 1]
['学童', 'n', 1]
['我', 'r', 1]
['涉险', 'v', 1]
['夜归', 'v', 1]
['凯旋', 'nr', 1]
['流珠', 'n', 1]
['龙', 'n', 1]
['再生', 'v', 1]
['行义', 'n', 1]
['菜花', 'n', 1]
['堰', 'ns', 1]
['寄生', 'v', 1]
['秧', 'n', 1]
['珠玉', 'nz', 1]
['龙华', 'nz', 1]
['笃志', 'v', 1]
['小暑', 'n', 1]
['浮日', 'n', 1]
['朝', 'ns', 1]
['天大', 'nz', 1]
['来', 'v', 1]
['戏说', 'n', 1]
['曾', 'd', 1]
['保命', 'v', 1]
['政协', 'j', 1]
['遐', 'v', 1]
['六安', 'ns', 1]
['摘叶', 'n', 1]
['殊异', 'a', 1]
['挺身', 'v', 1]
['长宵', 'n', 1]
['出师', 'n', 1]
['看破', 'v', 1]
['重任', 'n', 1]
['送暖', 'v', 1]
['八名', 'm', 1]
['少爷', 'n', 1]
['镜中花', 'n', 1]
['棰', 'v', 1]
['金梭', 'nr', 1]
['杏仁', 'n', 1]
['豫章', 'ns', 1]
['刷漆', 'z', 1]
['尉', 'nr', 1]
['尊崇', 'v', 1]
['华屋', 'ns', 1]
['别', 'r', 1]
['铲', 'v', 1]
['川流', 'n', 1]
['恋人', 'n', 1]
['水灾', 'n', 1]
['来', 'v', 1]
['旧约', 'n', 1]
['秦关', 'ns', 1]
['廉直', 'nr', 1]
['季节', 'n', 1]
['毛颖', 'nr', 1]
['宁夏', 'ns', 1]
['闲气', 'n', 1]
['纾', 'g', 1]
['焚书', 'v', 1]
['宴席', 'n', 1]
['谢客', 'nr', 1]
['樽', 'ng', 1]
['侬', 'g', 1]
['汉奸', 'n', 1]
['授业', 'v', 1]
['山货', 'n', 1]
['旁门', 'ns', 1]
['主子', 'n', 1]
['书海', 'n', 1]
['佛殿', 'nz', 1]
['辫儿', 'n', 1]
['虚竹', 'n', 1]
['望望', 'v', 1]
['徐州', 'ns', 1]
['惕', 'g', 1]
['小惠', 'nr', 1]
['手掌', 'n', 1]
['繁文', 'n', 1]
['盲', 'n', 1]
['大成', 'v', 1]
['复', 'v', 1]
['心仪', 'n', 1]
['竹', 'n', 1]
['尽', 'v', 1]
['俄', 'j', 1]
['私囊', 'n', 1]
['落', 'v', 1]
['雄狮', 'n', 1]
['跳台', 'v', 1]
['华发', 'nz', 1]
['掀开', 'v', 1]
['春意', 'n', 1]
['满族', 'nz', 1]
['可赏', 'v', 1]
['偏师', 'n', 1]
['虎虎', 'nz', 1]
['成茧', 'n', 1]
['里', 'f', 1]
['湖北', 'ns', 1]
['联军', 'n', 1]
['嫩叶', 'n', 1]
['紫薇', 'nr', 1]
['海里', 's', 1]
['翠华', 'nr', 1]
['勾魂', 'n', 1]
['号令', 'n', 1]
['尸位', 'n', 1]
['止境', 'n', 1]
['吏部', 'n', 1]
['童年', 't', 1]
['迓', 'g', 1]
['恩情', 'n', 1]
['小马', 'n', 1]
['水蛇', 'n', 1]
['有失', 'v', 1]
['雷音', 'n', 1]
['阴德', 'nr', 1]
['金色', 'n', 1]
['如故', 'v', 1]
['佣金', 'n', 1]
['屯', 'n', 1]
['所以然', 'i', 1]
['开业', 'n', 1]
['着急', 'a', 1]
['主流', 'b', 1]
['多方', 'm', 1]
['重礼', 'n', 1]
['冲凉', 'a', 1]
['飞人', 'n', 1]
['曩', 'g', 1]
['删除', 'v', 1]
['莎', 'nr', 1]
['荣归', 'nr', 1]
['重听', 'a', 1]
['瞄', 'zg', 1]
['勾销', 'v', 1]
['山竹', 'ns', 1]
['所得', 'v', 1]
['幽燕', 'n', 1]
['路线', 'n', 1]
['烬', 'g', 1]
['静室', 'n', 1]
['要领', 'v', 1]
['型', 'k', 1]
['薛涛', 'nr', 1]
['法宝', 'nz', 1]
['甜', 'a', 1]
['枝', 'q', 1]
['皮毛', 'n', 1]
['数九', 'm', 1]
['南边', 'f', 1]
['应持', 'v', 1]
['可行', 'v', 1]
['溶溶', 'n', 1]
['腰肢', 'n', 1]
['销烟', 'n', 1]
['菜色', 'n', 1]
['泮水', 'nr', 1]
['徘徊', 'v', 1]
['听到', 'v', 1]
['咀嚼', 'v', 1]
['挂冠', 'n', 1]
['上楼', 'ns', 1]
['良夜', 'b', 1]
['幽庭', 'n', 1]
['驻足', 'v', 1]
['学', 'n', 1]
['挂', 'v', 1]
['哨', 'ng', 1]
['琅', 'ns', 1]
['果园', 'n', 1]
['眨眼', 'v', 1]
['久', 'a', 1]
['享福', 'v', 1]
['供养', 'v', 1]
['良言', 'n', 1]
['寒', 'n', 1]
['阑', 'ng', 1]
['建设', 'vn', 1]
['泰斗', 'nr', 1]
['滑稽', 'a', 1]
['红渠', 'nr', 1]
['物产', 'n', 1]
['人', 'n', 1]
['常花', 'n', 1]
['来', 'v', 1]
['休书', 'v', 1]
['流', 'v', 1]
['头名', 'n', 1]
['涉世', 'v', 1]
['虔心', 'a', 1]
['销金', 'n', 1]
['得', 'ud', 1]
['寒门', 'n', 1]
['礼', 'n', 1]
['银杏', 'nr', 1]
['歪才', 'n', 1]
['锦', 'ng', 1]
['杯', 'q', 1]
['来', 'v', 1]
['倦意', 'a', 1]
['半仙', 'n', 1]
['穿', 'v', 1]
['平等', 'a', 1]
['月相', 'n', 1]
['哀声', 'n', 1]
['山堂', 'n', 1]
['细微', 'a', 1]
['愁眉', 'n', 1]
['丹皮', 'nr', 1]
['草纸', 'n', 1]
['书名', 'n', 1]
['秋', 't', 1]
['单兵', 'n', 1]
['茅店', 'n', 1]
['制服', 'v', 1]
['波臣', 'nr', 1]
['走进', 'v', 1]
['着想', 'v', 1]
['袋中', 's', 1]
['大喜', 'n', 1]
['串', 'v', 1]
['孤洁', 'a', 1]
['晶亮', 'a', 1]
['轻巧', 'a', 1]
['火炬', 'n', 1]
['仰光', 'nr', 1]
['冬月', 't', 1]
['悟彻', 'v', 1]
['雄', 'n', 1]
['燕泥香', 'nr', 1]
['码头', 'n', 1]
['天起', 's', 1]
['闺', 'n', 1]
['遗老', 'n', 1]
['竽', 'g', 1]
['如潮', 'n', 1]
['行间', 'n', 1]
['法兰', 'ns', 1]
['夜星', 'n', 1]
['昂', 'nr', 1]
['季雨', 'n', 1]
['作恶', 'v', 1]
['画饼', 'n', 1]
['撒欢', 'v', 1]
['火柴', 'n', 1]
['忆旧游', 'l', 1]
['龙须', 'n', 1]
['箧', 'g', 1]
['指画', 'n', 1]
['六味', 'm', 1]
['出新', 'v', 1]
['墨砚', 'nr', 1]
['观赏', 'v', 1]
['单元', 'n', 1]
['莲台', 'n', 1]
['公私', 'n', 1]
['凌云', 'nr', 1]
['比邻', 'v', 1]
['百老', 'n', 1]
['穿衣', 'n', 1]
['靓丽', 'a', 1]
['静心', 'n', 1]
['粽', 'zg', 1]
['缺德', 'n', 1]
['登云路', 'nz', 1]
['人烟', 'n', 1]
['片石', 'n', 1]
['钱', 'n', 1]
['水纹', 'n', 1]
['宝石', 'nr', 1]
['愁城', 'n', 1]
['岳不群', 'nr', 1]
['事', 'n', 1]
['阐', 'v', 1]
['门风', 'n', 1]
['一度', 'mq', 1]
['传灯', 'n', 1]
['锣鼓', 'n', 1]
['送信', 'v', 1]
['阅卷', 'v', 1]
['天', 'q', 1]
['祚', 'g', 1]
['停滞', 'v', 1]
['背心', 'n', 1]
['刺刺', 'v', 1]
['闻闻', 'nr', 1]
['乾陵', 'nr', 1]
['数数', 'n', 1]
['铁心', 'n', 1]
['荔', 'n', 1]
['称觞', 'v', 1]
['驯', 'n', 1]
['柳腰', 'n', 1]
['委员', 'n', 1]
['幻出', 'v', 1]
['曲巷', 'n', 1]
['老九', 'nr', 1]
['罗马', 'ns', 1]
['刚', 'd', 1]
['壮年', 't', 1]
['新婚', 'v', 1]
['病树', 'n', 1]
['一气', 'n', 1]
['描图', 'v', 1]
['文品', 'n', 1]
['青帘', 'n', 1]
['森林', 'n', 1]
['教书', 'n', 1]
['滞', 'vg', 1]
['调经', 'v', 1]
['互利', 'n', 1]
['从事', 'v', 1]
['操行', 'v', 1]
['新', 'a', 1]
['家', 'q', 1]
['东江', 'ns', 1]
['侠客', 'n', 1]
['晓霜', 'nr', 1]
['布阵', 'nr', 1]
['篝火', 'n', 1]
['余光', 'nr', 1]
['三秦', 't', 1]
['博览', 'nr', 1]
['何需', 'n', 1]
['刻骨', 'n', 1]
['重', 'a', 1]
['浪头', 'n', 1]
['葳蕤', 'a', 1]
['手', 'n', 1]
['漫卷', 'n', 1]
['著书', 'n', 1]
['追忆', 'v', 1]
['连村', 'nr', 1]
['兽心', 'n', 1]
['早点', 'd', 1]
['半两', 'm', 1]
['所思', 'n', 1]
['团体', 'n', 1]
['中', 'f', 1]
['赤身', 'n', 1]
['说', 'v', 1]
['收钱', 'v', 1]
['幽石', 'n', 1]
['玉台', 'n', 1]
['亲家', 'n', 1]
['红纸', 'nz', 1]
['混蛋', 'n', 1]
['灵药', 'n', 1]
['健全', 'a', 1]
['抄书', 'n', 1]
['霖雨', 'n', 1]
['崇朝', 't', 1]
['色鬼', 'n', 1]
['雕成', 'v', 1]
['正点', 'n', 1]
['生地', 'n', 1]
['路', 'n', 1]
['疑难', 'n', 1]
['历尽', 'd', 1]
['百十', 'm', 1]
['风竹', 'n', 1]
['管城', 'n', 1]
['人间', 'n', 1]
['烛光', 'n', 1]
['冷静', 'a', 1]
['低首', 'v', 1]
['生肖', 'n', 1]
['衣', 'n', 1]
['露', 'v', 1]
['收书', 'n', 1]
['厘', 'm', 1]
['黑客', 'nr', 1]
['碍眼', 'a', 1]
['增收', 'v', 1]
['苏州', 'ns', 1]
['怀里', 's', 1]
['梅园', 'nr', 1]
['人权', 'n', 1]
['声望', 'n', 1]
['现实', 'n', 1]
['娇娆', 'a', 1]
['蔼蔼', 'nr', 1]
['清道', 'n', 1]
['半勺', 'm', 1]
['蓝关', 'nr', 1]
['街边', 's', 1]
['生儿', 'n', 1]
['酷吏', 'n', 1]
['博文', 'nr', 1]
['饮泉', 'n', 1]
['桃叶', 'n', 1]
['看', 'v', 1]
['神算', 'n', 1]
['一岁', 'm', 1]
['落雪', 'n', 1]
['四处', 'm', 1]
['奕', 'zg', 1]
['朋', 'n', 1]
['雨耕', 'nr', 1]
['毓', 'nz', 1]
['柳骨', 'nr', 1]
['纯真', 'a', 1]
['鲛', 'g', 1]
['半道', 'm', 1]
['创意', 'v', 1]
['新房', 'n', 1]
['福田', 'ns', 1]
['名列', 'n', 1]
['利源', 'n', 1]
['双规', 'n', 1]
['喧', 'vg', 1]
['油花', 'n', 1]
['瞬息', 't', 1]
['心得', 'v', 1]
['廉德', 'nr', 1]
['枕戈', 'n', 1]
['要', 'v', 1]
['剑舞', 'n', 1]
['强音', 'n', 1]
['月', 'm', 1]
['逼真', 'v', 1]
['逸志', 'n', 1]
['加', 'v', 1]
['理财', 'v', 1]
['交', 'v', 1]
['借借', 'p', 1]
['破产', 'v', 1]
['离婚', 'v', 1]
['古字', 'n', 1]
['蛾', 'n', 1]
['宦官', 'n', 1]
['当代', 't', 1]
['电波', 'n', 1]
['警世', 'n', 1]
['古典', 'ns', 1]
['欧亚', 'ns', 1]
['持戒', 'v', 1]
['终始', 'v', 1]
['渲', 'v', 1]
['藏奸', 'n', 1]
['强求', 'v', 1]
['春', 'tg', 1]
['树叶', 'n', 1]
['称臣', 'n', 1]
['唇齿', 'n', 1]
['缓行', 'v', 1]
['安定', 'v', 1]
['难守', 'v', 1]
['不意', 'v', 1]
['文殊', 'nr', 1]
['蝶衣', 'n', 1]
['人', 'n', 1]
['无闻', 'n', 1]
['致', 'v', 1]
['清露', 'v', 1]
['桶', 'zg', 1]
['文墨', 'n', 1]
['溪源', 'n', 1]
['眠', 'vg', 1]
['社鼠', 'n', 1]
['铺开', 'v', 1]
['凉气', 'n', 1]
['婀娜', 'a', 1]
['再现', 'v', 1]
['瓯', 'ns', 1]
['仔', 'zg', 1]
['小时', 'n', 1]
['天星', 'nz', 1]
['破庙', 'n', 1]
['难记', 'n', 1]
['人', 'n', 1]
['道', 'q', 1]
['阶下', 'n', 1]
['寒花', 'n', 1]
['一封', 'm', 1]
['铁骨', 'n', 1]
['云', 'ns', 1]
['宙', 'zg', 1]
['火炎', 'n', 1]
['改口', 'vn', 1]
['熟知', 'v', 1]
['韶山', 'ns', 1]
['句', 'q', 1]
['怀开', 'v', 1]
['梦蝶', 'n', 1]
['力微', 'n', 1]
['生凉', 'nr', 1]
['邂逅', 'v', 1]
['檀', 'nr', 1]
['至宝', 'nz', 1]
['衣带', 'n', 1]
['辩论', 'n', 1]
['争夺', 'v', 1]
['赏菊', 'n', 1]
['敲钟', 'n', 1]
['悦耳', 'a', 1]
['畹', 'ns', 1]
['官司', 'n', 1]
['风向', 'n', 1]
['骨', 'ng', 1]
['打火', 'v', 1]
['马来', 'nr', 1]
['钟爱', 'nr', 1]
['狗屁', 'n', 1]
['久远', 'd', 1]
['夫差', 'n', 1]
['悬车', 'n', 1]
['享受', 'v', 1]
['酒钱', 'n', 1]
['纱窗', 'n', 1]
['砚池', 'n', 1]
['小艇', 'n', 1]
['舍身', 'v', 1]
['经', 'n', 1]
['非议', 'n', 1]
['若', 'c', 1]
['鬼才', 'n', 1]
['五一', 'm', 1]
['雅兴', 'ns', 1]
['师恩', 'nr', 1]
['严惩', 'v', 1]
['实木', 'n', 1]
['蒲团', 'n', 1]
['邻国', 'n', 1]
['染青', 'n', 1]
['仙姿', 'n', 1]
['槐花', 'n', 1]
['染成', 'v', 1]
['延宾', 'ns', 1]
['肴', 'g', 1]
['岭雪', 'n', 1]
['宗师', 'n', 1]
['怡志', 'nz', 1]
['失言', 'v', 1]
['色盲', 'n', 1]
['纳福', 'nz', 1]
['阴沟', 'ns', 1]
['计功', 'n', 1]
['高傲', 'a', 1]
['寒凝', 'n', 1]
['峰头', 'n', 1]
['垂髫', 'n', 1]
['统筹', 'v', 1]
['月', 'm', 1]
['利', 'n', 1]
['鼠辈', 'n', 1]
['弯', 'v', 1]
['变白', 'v', 1]
['痾', 'x', 1]
['颜子', 'n', 1]
['武器', 'n', 1]
['烹', 'v', 1]
['奇勋', 'n', 1]
['里', 'f', 1]
['根株', 'n', 1]
['打扮', 'v', 1]
['见识', 'v', 1]
['良朋', 'n', 1]
['楼盘', 'n', 1]
['双耳', 'nr', 1]
['水果', 'n', 1]
['牌坊', 'n', 1]
['人', 'n', 1]
['霜凝', 'n', 1]
['狼烟', 'n', 1]
['小窗', 'n', 1]
['分寸', 'n', 1]
['松阴', 'ns', 1]
['知寒', 'v', 1]
['长眠', 'ns', 1]
['来', 'v', 1]
['破屋', 'n', 1]
['塔山', 'ns', 1]
['屈指', 'n', 1]
['悠哉', 'a', 1]
['精武', 'n', 1]
['炎炎', 'n', 1]
['薪火', 'n', 1]
['愤', 'v', 1]
['鲁班', 'nr', 1]
['圆成', 'v', 1]
['良将', 'n', 1]
['夜读', 'v', 1]
['洼', 'n', 1]
['侃', 'i', 1]
['杏眼', 'n', 1]
['鹿鸣', 'nr', 1]
['糯米', 'n', 1]
['终朝', 'n', 1]
['采', 'v', 1]
['官人', 'n', 1]
['日头', 'n', 1]
['无怨', 'v', 1]
['近代', 't', 1]
['九里', 'm', 1]
['钧', 'q', 1]
['来路', 'n', 1]
['笑意', 'n', 1]
['冬荫功', 'nr', 1]
['人', 'n', 1]
['消融', 'n', 1]
['春初', 't', 1]
['羁绊', 'n', 1]
['抛却', 'v', 1]
['浓烟', 'n', 1]
['岩上', 'n', 1]
['阳朔', 'nr', 1]
['展开', 'v', 1]
['除尘', 'n', 1]
['白银', 'nr', 1]
['得名', 'v', 1]
['衷情', 'n', 1]
['大恩', 'nr', 1]
['危机', 'n', 1]
['晴窗', 'nz', 1]
['千颗', 'm', 1]
['硬功', 'a', 1]
['切刀', 'n', 1]
['豆沙', 'n', 1]
['介子', 'n', 1]
['还乡', 'v', 1]
['挥洒', 'v', 1]
['可不', 'c', 1]
['青霄', 'nr', 1]
['事前', 't', 1]
['喜酒', 'v', 1]
['绝艺', 'n', 1]
['国手', 'n', 1]
['水草', 'n', 1]
['朱笔', 'nr', 1]
['森严', 'n', 1]
['欢伯', 'ns', 1]
['抽风', 'v', 1]
['花城', 'ns', 1]
['海东', 'ns', 1]
['台阶', 'n', 1]
['约会', 'n', 1]
['是从', 'v', 1]
['战局', 'n', 1]
['千家', 'm', 1]
['橘井', 'n', 1]
['龙', 'n', 1]
['床上', 'n', 1]
['仕路', 'n', 1]
['蓬莱', 'nr', 1]
['养猪', 'n', 1]
['反贪', 'vn', 1]
['江乡', 'ns', 1]
['奋翼', 'nz', 1]
['花颜', 'nr', 1]
['地肥', 'n', 1]
['航母', 'n', 1]
['弘法', 'nr', 1]
['二峰', 'nrt', 1]
['白霜', 'nr', 1]
['神秀', 'a', 1]
['自', 'p', 1]
['月', 'm', 1]
['冷门', 'n', 1]
['明方', 'n', 1]
['七八', 'm', 1]
['智愚', 'nr', 1]
['孙枝', 'nr', 1]
['此', 'zg', 1]
['徒然', 'd', 1]
['竹黄', 'n', 1]
['未改', 'v', 1]
['把关', 'v', 1]
['产品', 'n', 1]
['田地', 'n', 1]
['秋情', 'n', 1]
['高寒', 'b', 1]
['富水', 'n', 1]
['空白', 'n', 1]
['天主', 'n', 1]
['卧', 'v', 1]
['五指', 'j', 1]
['三弦', 'n', 1]
['云程', 'n', 1]
['半步', 'm', 1]
['尽', 'c', 1]
['出使', 'v', 1]
['入境', 'n', 1]
['中', 'f', 1]
['墨宝', 'nr', 1]
['镛', 'g', 1]
['啜', 'vg', 1]
['小米', 'n', 1]
['性急', 'a', 1]
['官', 'n', 1]
['赋', 'v', 1]
['渡水', 'n', 1]
['秉笔', 'v', 1]
['丽天', 'nr', 1]
['高考', 'v', 1]
['龙尾', 'ns', 1]
['及第', 'n', 1]
['挫', 'v', 1]
['驹', 'ng', 1]
['优生', 'b', 1]
['是', 'v', 1]
['低回', 'v', 1]
['贤能', 'n', 1]
['外', 'f', 1]
['外', 'f', 1]
['老病', 'n', 1]
['囹圄', 'n', 1]
['暂时', 'd', 1]
['台独', 'ns', 1]
['温和', 'a', 1]
['镶', 'v', 1]
['望云', 'nr', 1]
['轻薄', 'a', 1]
['无垢', 'n', 1]
['池畔', 'n', 1]
['般', 'u', 1]
['上身', 'v', 1]
['轻生', 'b', 1]
['立勋', 'nr', 1]
['草拟', 'b', 1]
['花铺', 'n', 1]
['洛浦', 'ns', 1]
['六龙', 'ns', 1]
['自傲', 'a', 1]
['委屈', 'v', 1]
['大宅', 'n', 1]
['相国', 'ns', 1]
['书', 'n', 1]
['菡萏', 'n', 1]
['铃声', 'n', 1]
['堑', 'zg', 1]
['露花', 'n', 1]
['刘伶醉', 'nr', 1]
['成茵', 'ns', 1]
['书', 'n', 1]
['锦', 'ns', 1]
['悲吟', 'z', 1]
['缩颈', 'n', 1]
['献媚', 'v', 1]
['通融', 'n', 1]
['寒林', 'nr', 1]
['天狗', 'n', 1]
['河豚', 'n', 1]
['入魔', 'n', 1]
['蕴藉', 'v', 1]
['俗态', 'n', 1]
['手谈', 'v', 1]
['重楼', 'n', 1]
['水禽', 'n', 1]
['经义', 'n', 1]
['高清', 'nr', 1]
['颂声', 'n', 1]
['超脱', 'v', 1]
['境遇', 'n', 1]
['殃', 'vg', 1]
['矛', 'an', 1]
['吝', 'a', 1]
['八景', 'n', 1]
['诱惑', 'v', 1]
['千元', 'm', 1]
['硬骨', 'n', 1]
['仰止', 'v', 1]
['陋巷', 'n', 1]
['冰块', 'n', 1]
['讴歌', 'v', 1]
['头顶', 'n', 1]
['特曲', 'n', 1]
['精思', 'n', 1]
['正午', 't', 1]
['作孽', 'n', 1]
['卫星', 'nr', 1]
['创成', 'v', 1]
['白宫', 'nr', 1]
['开户', 'n', 1]
['莪', 'x', 1]
['苦寒', 'n', 1]
['蒙克', 'ns', 1]
['居心', 'n', 1]
['幽景', 'n', 1]
['飞尘', 'n', 1]
['唐朝', 't', 1]
['太和', 'nz', 1]
['尽', 'v', 1]
['榻', 'n', 1]
['琴台', 'n', 1]
['外', 'f', 1]
['鸿', 'nr', 1]
['面上', 'f', 1]
['心', 'n', 1]
['金门', 'n', 1]
['丹顶', 'ns', 1]
['过分', 'n', 1]
['犁', 'n', 1]
['圞', 'zg', 1]
['美艳', 'a', 1]
['柳', 'n', 1]
['救苦', 'v', 1]
['南宫', 'ns', 1]
['敌国', 'n', 1]
['商品', 'n', 1]
['嗤', 'zg', 1]
['察理', 'v', 1]
['御寒', 'b', 1]
['打破', 'v', 1]
['盈怀', 'n', 1]
['回', 'v', 1]
['更鼓', 'v', 1]
['必弹', 'v', 1]
['锦袍', 'n', 1]
['情愁', 'n', 1]
['风雨', 'n', 1]
['三相', 'n', 1]
['串联', 'ns', 1]
['青瓦', 'ns', 1]
['老庄', 'nr', 1]
['廓', 'zg', 1]
['元曲', 'n', 1]
['遗篇', 'n', 1]
['豁', 'v', 1]
['饮茶', 'n', 1]
['金藏', 'ns', 1]
['垅', 'zg', 1]
['扫雪', 'n', 1]
['演员', 'n', 1]
['泉眼', 'n', 1]
['夜风', 'n', 1]
['近', 'a', 1]
['端正', 'nz', 1]
['开源', 'n', 1]
['继往', 'v', 1]
['选择', 'v', 1]
['山腰', 'n', 1]
['只身', 'v', 1]
['开', 'v', 1]
['应节', 'vn', 1]
['复', 'v', 1]
['珍禽', 'n', 1]
['灯花', 'n', 1]
['研磨', 'vn', 1]
['放声', 'v', 1]
['名贤', 'n', 1]
['猿啼', 'n', 1]
['暖意', 'n', 1]
['去势', 'n', 1]
['剜', 'v', 1]
['合浦', 'ns', 1]
['菖蒲', 'n', 1]
['信赖', 'n', 1]
['居易', 'n', 1]
['各异', 'a', 1]
['地', 'uv', 1]
['活宝', 'n', 1]
['两江', 'ns', 1]
['抄袭', 'v', 1]
['向东', 'nr', 1]
['雾笼', 'n', 1]
['访古', 'vn', 1]
['成仇', 'v', 1]
['夙愿', 'n', 1]
['锦羽', 'n', 1]
['灞水', 'ns', 1]
['同眠', 'v', 1]
['少时', 'n', 1]
['茅草', 'n', 1]
['靶', 'p', 1]
['无头', 'v', 1]
['掌中', 'v', 1]
['伍', 'nr', 1]
['暇日', 'l', 1]
['酸辣', 'z', 1]
['香客', 'n', 1]
['岭头', 'n', 1]
['谋篇', 'n', 1]
['轩辕', 'n', 1]
['保证', 'v', 1]
['洒脱', 'v', 1]
['影斜', 'n', 1]
['奇功', 'a', 1]
['传观', 'n', 1]
['攻城', 'v', 1]
['怒骂', 'v', 1]
['体彩', 'n', 1]
['懈怠', 'a', 1]
['杜宇', 'nr', 1]
